Code,Name,Address,City,Service Zone Code
H00458,TRUNG TÂM Y TẾ THỊ XÃ MƯỜNG LAY,"Tổ 6, phường Na Lay, thị xã Mường Lay, tỉnh Điện Biên",ĐIỆN BIÊN,MD NORTH
H00460,SỞ Y TẾ TỈNH ĐIỆN BIÊN,"Số 251c, tổ 6, phường Noong Bua, thành phố Điện Biên Phủ, tỉnh Điện Biên",ĐIỆN BIÊN,MD NORTH
H00468,TRUNG TÂM Y TẾ HUYỆN ĐIỆN BIÊN,"Thôn Trại Giống, xã Thanh An, huyện Điện Biên, tỉnh Điện Biên",ĐIỆN BIÊN,MD NORTH
H00469,TRUNG TÂM Y TẾ HUYỆN ĐIỆN BIÊN ĐÔNG,"Thị trấn Điện Biên Đông, huyện Điện Biên Đông, tỉnh Điện Biên",ĐIỆN BIÊN,MD NORTH
H00470,TRUNG TÂM Y TẾ HUYỆN MƯỜNG ẢNG,"Khối 3, thị trấn Mường Ảng, huyện Mường Ảng, tỉnh Điện Biên",ĐIỆN BIÊN,MD NORTH
H00471,TRUNG TÂM Y TẾ HUYỆN MƯỜNG CHÀ,"Tổ 14, thị trấn Mường Chà, huyện Mường Chà, tỉnh Điện Biên",ĐIỆN BIÊN,MD NORTH
H00472,TRUNG TÂM Y TẾ HUYỆN MƯỜNG NHÉ,"Tổ 1, xã Mường Nhé, huyện Mường Nhé, tỉnh Điện Biên",ĐIỆN BIÊN,MD NORTH
H00474,TRUNG TÂM Y TẾ HUYỆN TỦA CHÙA,"Tổ dân phố Tân Phong, thị trấn Tủa Chùa, huyện Tủa Chùa, tỉnh Điện Biên",ĐIỆN BIÊN,MD NORTH
H00475,TRUNG TÂM Y TẾ HUYỆN TUẦN GIÁO,"Khối Trường Xuân, thị trấn Tuần Giáo, huyện Tuần Giáo, tỉnh Điện Biên",ĐIỆN BIÊN,MD NORTH
H00614,BỆNH VIỆN 198 BỘ CÔNG AN,"09 Trần Bình, phường Mai Dịch, quận Cầu Giấy, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00625,BỆNH VIỆN Y HỌC CỔ TRUYỀN BỘ CÔNG AN,"278 Lương Thế Vinh, phường Trung Văn, quận Nam Từ Liêm, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00634,BỆNH VIỆN LÃO KHOA TRUNG ƯƠNG,"1A Phương Mai, phường Phương Mai, quận Đống Đa, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00637,BỆNH VIỆN BƯU ĐIỆN,"49 Trần Điền, phường Định Công, quận Hoàng Mai, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00659,BỆNH VIỆN ĐA KHOA QUỐC TẾ BẮC HÀ,"137 Nguyễn Văn Cừ, phường Long Biên, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00670,BỆNH VIỆN ĐẠI HỌC Y HÀ NỘI,"01 Tôn Thất Tùng, phường Kim Liên, quận Đống Đa, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00680,BỆNH VIỆN K,"43 Quán Sứ, phường Hàng Bông, quận Hoàn Kiếm, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00697,BỆNH VIỆN NHI TRUNG ƯƠNG,"Số 18 ngõ 879 đường La Thành, phường Láng Thượng, quận Đống Đa, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00712,BỆNH VIỆN ĐA KHOA NÔNG NGHIỆP,"Km13+500, xã Ngọc Hồi, huyện Thanh Trì, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00778,BỆNH VIỆN ĐA KHOA TỈNH HÀ TĨNH,"75 Hải Thượng Lãn Ông, thành phố Hà Tĩnh, tỉnh Hà Tĩnh",HÀ TĨNH,MD NORTH
H00786,SỞ Y TẾ TỈNH HÀ TĨNH,"09 Nguyễn Huy Oánh, phường Nguyễn Du, thành phố Hà Tĩnh, tỉnh Hà Tĩnh",HÀ TĨNH,MD NORTH
H00796,BỆNH VIỆN ĐA KHOA TỈNH HẢI DƯƠNG,"225 Nguyễn Lương Bằng, phường Thanh Trung, thành phố Hải Dương",HẢI DƯƠNG,MD NORTH
H00802,BỆNH VIỆN PHỔI HẢI DƯƠNG,"01 Thanh Bình, phường Thanh Bình, thành phố Hải Dương, tỉnh Hải Dương",HẢI DƯƠNG,MD NORTH
H00803,BỆNH VIỆN NHI HẢI DƯƠNG,"Thôn Thanh Xá, xã Liên Hồng, thành phố Hải Dương, tỉnh Hải Dương",HẢI DƯƠNG,MD NORTH
H00804,BỆNH VIỆN PHỤ SẢN HẢI DƯƠNG," 225 Nguyễn Lương Bằng, phường Thanh Bình, thành phố Hải Dương",HẢI DƯƠNG,MD NORTH
H00809,BỆNH VIỆN ĐẠI HỌC KỸ THUẬT Y TẾ HẢI DƯƠNG,"229 Nguyễn Lương Bằng, phường Thanh Bình, thành phố Hải Dương, tỉnh Hải Dương",HẢI DƯƠNG,MD NORTH
H00812,SỞ Y TẾ TỈNH HẢI DƯƠNG,"42 Quang Trung, phường Quang Trung, thành phố Hải Dương, tỉnh Hải Dương",HẢI DƯƠNG,MD NORTH
H00814,TRUNG TÂM Y TẾ HUYỆN CẨM GIÀNG,"Phố Ghẽ, xã Tân Trường, huyện Cẩm Giàng, tỉnh Hải Dương",HẢI DƯƠNG,MD NORTH
H00816,TRUNG TÂM Y TẾ HUYỆN THANH HÀ,"Khu 5, thị trấn Thanh Hà, huyện Thanh Hà, tỉnh Hải Dương",HẢI DƯƠNG,MD NORTH
H00823,TRUNG TÂM Y TẾ HUYỆN NINH GIANG,"Khu 6, thị trấn Ninh Giang, huyện Ninh Giang, tỉnh Hải Dương",HẢI DƯƠNG,MD NORTH
H00824,TRUNG TÂM Y TẾ HUYỆN THANH MIỆN,"Thị trấn Thanh Miện, huyện Thanh Miện, tỉnh Hải Dương",HẢI DƯƠNG,MD NORTH
H00825,TRUNG TÂM Y TẾ HUYỆN GIA LỘC,"56 Nguyễn Chế Nghĩa, thị trấn Gia Lộc, huyện Gia Lộc, tỉnh Hải Dương",HẢI DƯƠNG,MD NORTH
H00828,TRUNG TÂM Y TẾ HUYỆN TỨ KỲ,"40 Phan Bội Châu, thị trấn Tứ Kỳ, huyện Tứ Kỳ, tỉnh Hải Dương",HẢI DƯƠNG,MD NORTH
H01003,BỆNH VIỆN QUỐC TẾ SẢN NHI HẢI PHÒNG,"124 Nguyễn Đức Cảnh, phường Cát Dài, quận Lê Chân, thành phố Hải Phòng",HẢI PHÒNG,MD NORTH
H01031,BỆNH VIỆN PHỔI TỈNH LAI CHÂU,"Tổ 22, phường Đông Phong, thành Phố Lai Châu, tỉnh Lai Châu",LAI CHÂU,MD NORTH
H01033,SỞ Y TẾ TỈNH LAI CHÂU,"Tổ 22, phường Đông Phong, thành Phố Lai Châu, tỉnh Lai Châu",LAI CHÂU,MD NORTH
H01035,BỆNH VIỆN ĐA KHOA THÀNH PHỐ LÀO CAI,"393A đường Điện Biên, phường Cốc Lếu, thành phố Lào Cai, tỉnh Lào Cai",LÀO CAI,MD NORTH
H01038,TRUNG TÂM Y TẾ HUYỆN TAM ĐƯỜNG,"Thị trấn Tam Đường, huyện Tam Đường, tỉnh Lai Châu",LAI CHÂU,MD NORTH
H01040,TRUNG TÂM Y TẾ HUYỆN SÌN HỒ,"Khu 3, thị trấn Sìn Hồ, huyện Sìn Hồ, tỉnh Lai Châu",LAI CHÂU,MD NORTH
H01045,TRUNG TÂM Y TẾ HUYỆN NẬM NHÙN,"Thị trấn Nậm Nhùn, huyện Nậm Nhùn, tỉnh Lai Châu",LAI CHÂU,MD NORTH
H01099,BỆNH VIỆN ĐA KHOA HUYỆN SA PA,"Tổ 1, phường Sa Pả, thị xã Sa Pa, tỉnh Lào Cai",LÀO CAI,MD NORTH
H01100,BỆNH VIỆN ĐA KHOA TỈNH LÀO CAI,"Đường Chiềng On, phường Bình Minh, thành phố Lào Cai",LÀO CAI,MD NORTH
H01106,BỆNH VIỆN ĐA KHOA HUYỆN SI MA CAI,"Phố Cũ, thị trấn Si Ma Cai, huyện Si Ma Cai, tỉnh Lào Cai",LÀO CAI,MD NORTH
H01108,TRUNG TÂM Y TẾ HUYỆN BẢO YÊN,"Tổ 3A, thị trấn Phố Ràng, huyện Bảo Yên, tỉnh Lào Cai",LÀO CAI,MD NORTH
H01109,TRUNG TÂM Y TẾ HUYỆN BÁT XÁT,"Thị trấn Bát Xát, huyện Bát Xát, tỉnh Lào Cai",LÀO CAI,MD NORTH
H01111,TRUNG TÂM Y TẾ HUYỆN MƯỜNG KHƯƠNG ,"Thị trấn Mường Khương, huyện Mường Khương, tỉnh Lào Cai",LÀO CAI,MD NORTH
H01114,SỞ Y TẾ TỈNH LÀO CAI,"Khối 5, đường Chiềng On, phường Bình Minh, thành phố Lào Cai",LÀO CAI,MD NORTH
H01117,BỆNH VIỆN Y HỌC CỔ TRUYỀN TỈNH LÀO CAI,"Đường K3, tiểu khu đô thị 5, phường Bắc Cường, thành phố Lào Cai, tỉnh Lào Cai",LÀO CAI,MD NORTH
H01188,BỆNH VIỆN ĐA KHOA 115 NGHỆ AN,"Đường Lê Viết Thuật, xã Hưng Lộc, thành phố Vinh, tỉnh Nghệ An",NGHỆ AN,MD NORTH
H01192,BỆNH VIỆN NỘI TIẾT TỈNH NGHỆ AN,"Km số 5, Đại lộ Lê Nin, phường Nghi Phú, thành phố Vinh, tỉnh Nghệ An",NGHỆ AN,MD NORTH
H01198,TRUNG TÂM Y TẾ HUYỆN HƯNG NGUYÊN,"Khối 6a, thị trấn Anh Sơn, huyện Anh Sơn, tỉnh Nghệ An",NGHỆ AN,MD NORTH
H01201,BỆNH VIỆN ĐA KHOA HUYỆN QUỲNH LƯU,"Xã Thạch Giám, huyện Tương Dương, tỉnh Nghệ An",NGHỆ AN,MD NORTH
H01202,BỆNH VIỆN ĐA KHOA HUYỆN ĐÔ LƯƠNG,"Xóm 2, xã Tăng Thành, huyện Yên Thành, tỉnh Nghệ An",NGHỆ AN,MD NORTH
H01205,BỆNH VIỆN ĐA KHOA HUYỆN THANH CHƯƠNG,"18 Trường Thi, thành phố Vinh, tỉnh Nghệ An",NGHỆ AN,MD NORTH
H01210,BỆNH VIỆN ĐA KHOA KHU VỰC TÂY NAM NGHỆ AN,"Thị trấn Thanh Chương, huyện Thanh Chương, tỉnh Nghệ An",NGHỆ AN,MD NORTH
H01213,BỆNH VIỆN PHỔI NGHỆ AN,"Xóm Hiếu Thành, xã Tây Hiếu, thị xã Thái Hoà, tỉnh Nghệ An",NGHỆ AN,MD NORTH
H01216,BỆNH VIỆN QUÂN Y 4,"Bản Khe Tỳ, xã Hữu Kiệm, huyện Kỳ Sơn, tỉnh Nghệ An",NGHỆ AN,MD NORTH
H01218,BỆNH VIỆN SẢN NHI NGHỆ AN,"178 Trần Phú, phường Hồng Sơn, thành phố Vinh, tỉnh Nghệ An",NGHỆ AN,MD NORTH
H01220,SỞ Y TẾ TỈNH NGHỆ AN,"150 Nguyễn Phong Sắc, phường Hưng Dũng, thành phố Vinh, tỉnh Nghệ An",NGHỆ AN,MD NORTH
H01230,BỆNH VIỆN ĐA KHOA HUYỆN YÊN THÀNH,"Xóm 14, xã Diễn Yên, huyện Diễn Châu, tỉnh Nghệ An",NGHỆ AN,MD NORTH
H01231,BỆNH VIỆN ĐA KHOA KHU VỰC TÂY BẮC NGHỆ AN,"Xóm 8, xã Nghi Thịnh, huyện Nghi Lộc, tỉnh Nghệ An",NGHỆ AN,MD NORTH
H01234,TRUNG TÂM Y TẾ THỊ XÃ HOÀNG MAI,"Đường Xô Viết Nghệ Tĩnh, thành phố Vinh, tỉnh Nghệ An",NGHỆ AN,MD NORTH
H01235,TRUNG TÂM Y TẾ HUYỆN KỲ SƠN,"99 đường Phạm Đình Toái, xã Nghi Phú, thành phố Vinh, tỉnh Nghệ An",NGHỆ AN,MD NORTH
H01236,TRUNG TÂM Y TẾ HUYỆN NAM ĐÀN,"Khối Nam Sơn, thị trấn Kim Sơn, huyện Quế Phong, tỉnh Nghệ An",NGHỆ AN,MD NORTH
H01238,TRUNG TÂM Y TẾ HUYỆN NGHĨA ĐÀN,"Khối Quang Trung, thị trấn Nam Đàn, huyện Nam Đàn, tỉnh Nghệ An",NGHỆ AN,MD NORTH
H01240,TRUNG TÂM Y TẾ HUYỆN QUỲ CHÂU,"Khối 10, thị trấn Tân Kỳ, huyện Tân Kỳ, tỉnh Nghệ An",NGHỆ AN,MD NORTH
H01241,TRUNG TÂM Y TẾ HUYỆN QUỲ HỢP,"Khối Bắc Mỹ, phường Quỳnh Thiện, thị xã Hoàng Mai, tỉnh Nghệ An",NGHỆ AN,MD NORTH
H01242,TRUNG TÂM Y TẾ HUYỆN TÂN KỲ,"Khối 1, thị trấn Tân Kỳ, huyện Tân Kỳ, tỉnh Nghệ An",NGHỆ AN,MD NORTH
H01246,TRUNG TÂM Y TẾ THỊ XÃ CỬA LÒ,"Khối Thịnh Mỹ, P. Quỳnh Thiện, TX Hoàng Mai, tỉnh Nghệ An",NGHỆ AN,MD NORTH
H01248,BỆNH VIỆN PHONG - DA LIỄU TRUNG ƯƠNG QUỲNH LẬP,"Khối 7, thị trấn Hưng Nguyên, huyện Hưng Nguyên, tỉnh Nghệ An",NGHỆ AN,MD NORTH
H01314,TRUNG TÂM Y TẾ HUYỆN TAM NÔNG ,"Khu 24 xã Vạn Xuân, huyện Tam Nông, tỉnh Phú Thọ",PHÚ THỌ,MD NORTH
H01316,TRUNG TÂM Y TẾ HUYỆN THANH THUỶ,"Khu 5, thị trấn Thanh Thủy, huyện Thanh Thủy, tỉnh Phú Thọ",PHÚ THỌ,MD NORTH
H01321,SỞ Y TẾ TỈNH PHÚ THỌ,"Đường Trần Phú, phường Gia Cẩm, thành phố Việt Trì, tỉnh Phú Thọ",PHÚ THỌ,MD NORTH
H01616,BỆNH VIỆN A THÁI NGUYÊN," Quang Trung, phường Thịnh Đán, thành phố Thái Nguyên, Thái Nguyên",THÁI NGUYÊN,MD NORTH
H01617,BỆNH VIỆN C THÁI NGUYÊN,"595  Trần Hưng Đạo, Phố Cò, Sông Công, Thái Nguyên",THÁI NGUYÊN,MD NORTH
H01623,BỆNH VIỆN GANG THÉP THÁI NGUYÊN,"Tổ 28, phường Trung Thành, thành phố Thái Nguyên, tỉnh Thái Nguyên",THÁI NGUYÊN,MD NORTH
H01632,SỞ Y TẾ TỈNH THÁI NGUYÊN," 143  Phùng Chí Kiên, phường Túc Duyên, thành phố Thái Nguyên, tỉnh Thái Nguyên",THÁI NGUYÊN,MD NORTH
H01645,TRUNG TÂM Y TẾ THÀNH PHỐ PHỔ YÊN,"Tổ dân phố 4, phường Ba Hàng, huyện Phổ Yên, tỉnh Thái Nguyên",THÁI NGUYÊN,MD NORTH
H01993,BỆNH VIỆN 74 TRUNG ƯƠNG," phường Hùng Vương, thành phố Phúc Yên, tỉnh Vĩnh Phúc",VĨNH PHÚC,MD NORTH
H01994,TRUNG TÂM Y TẾ HUYỆN YÊN LẠC,"230  Dương Tĩnh, thị trấn Yên Lạc, huyện Yên Lạc, tỉnh Vĩnh Phúc",VĨNH PHÚC,MD NORTH
H01995,BỆNH VIỆN ĐA KHOA KHU VỰC PHÚC YÊN,"Tổ 1 phường Hùng Vương, Phúc Yên, tỉnh Vĩnh Phúc",VĨNH PHÚC,MD NORTH
H01997,BỆNH VIỆN ĐA KHOA TỈNH VĨNH PHÚC," 1 Tôn Thất Tùng, Liên Bảo, thành phố Vĩnh Yên, tỉnh Vĩnh Phúc",VĨNH PHÚC,MD NORTH
H01998,TRUNG TÂM Y TẾ THÀNH PHỐ VĨNH YÊN," 2  Phạm Văn Đồng, Tích Sơn, Vĩnh Yên, Vĩnh Phúc",VĨNH PHÚC,MD NORTH
H02002,BỆNH VIỆN QUÂN Y 109,"Tô Hiến Thành, phường Đồng Tâm, thành phố Vĩnh Yên, Vĩnh Phúc",VĨNH PHÚC,MD NORTH
H02003,SỞ Y TẾ TỈNH VĨNH PHÚC," 12  Hai Bà Trưng, phường Đống Đa, thành phố Vĩnh Yên, tỉnh Vĩnh Phúc",VĨNH PHÚC,MD NORTH
H02006,BỆNH VIỆN SẢN NHI TỈNH VĨNH PHÚC,"Km 9 quốc lộ 2, đoạn đường tránh Vĩnh Yên, xã Đồng Văn, huyện Yên Lạc, Vĩnh Phúc",VĨNH PHÚC,MD NORTH
H02013,TRUNG TÂM Y TẾ HUYỆN SÔNG LÔ,"Lũng Gì, Nhạo Sơn, huyện Sông Lô, tỉnh Vĩnh Phúc",VĨNH PHÚC,MD NORTH
H02017,BỆNH VIỆN ĐA KHOA KHU VỰC NGHĨA LỘ,"Tổ 2, phường Pú Trạng, thị xã Nghĩa Lộ, tỉnh Yên Bái",YÊN BÁI,MD NORTH
H02021,BỆNH VIỆN PHỔI YÊN BÁI,"Thôn Tiền Phong, xã Giới Phiên, thành phố Yên Bái, tỉnh Yên Bái",YÊN BÁI,MD NORTH
H02022,SỞ Y TẾ TỈNH YÊN BÁI," 656 Yên Ninh, thành phố Yên Bái, tỉnh Yên Bái",YÊN BÁI,MD NORTH
H02035,TRUNG TÂM Y TẾ HUYỆN TRẤN YÊN,"Tổ dân phố 7, thị trấn Cổ Phúc, huyện Trấn Yên, tỉnh Yên Bái",YÊN BÁI,MD NORTH
H02036,TRUNG TÂM Y TẾ HUYỆN VĂN CHẤN,"Tổ dân phố 9, TTNT Trần Phú, huyện Văn Chấn, tỉnh Yên Bái",YÊN BÁI,MD NORTH
H02040,TRUNG TÂM Y TẾ HUYỆN YÊN BÌNH,"Thôn Thanh Bình, xã Phú Thịnh,huyện Yên Bình, tỉnh Yên Bái",YÊN BÁI,MD NORTH
H02081,BỆNH VIỆN ĐA KHOA QUỐC TẾ HẢI PHÒNG VĨNH BẢO,"Khu phố Tân Hòa (chân cầu Nhân Mục), thị trấn Vĩnh Bảo, huyện Vĩnh Bảo, thành phố Hải Phòng",HẢI PHÒNG,MD NORTH
H00423,TRUNG TÂM Y TẾ HUYỆN ĐẮK R'LẤP,"Tổ dân phố 9, thị trấn Kiến Đức, huyện Đắk R'lấp, tỉnh Đắk Nông",ĐẮK NÔNG,MD SOUTH
H00441,TRUNG TÂM Y TẾ HUYỆN ĐẮK SONG,"Tổ 1, thị trấn Đức An, huyện Đắk Song, tỉnh Đắk Nông",ĐẮK NÔNG,MD SOUTH
H00443,SỞ Y TẾ TỈNH ĐẮK NÔNG,"Đường Trần Hưng Đạo, phường Nghĩa Tân, thành phố Gia Nghĩa, tỉnh Đắk Nông",ĐẮK NÔNG,MD SOUTH
H00846,BỆNH VIỆN ĐA KHOA QUỐC TẾ HẢI PHÒNG,"124 Nguyễn Đức Cảnh, phường Cát Dài, quận Lê Chân, thành phố Hải Phòng",HẢI PHÒNG,MD NORTH
H01049,SỞ Y TẾ TỈNH LÂM ĐỒNG,"Tầng 2 trung tâm hành chính tỉnh, 36 Trần Phú, phường 4, thành phố Đà Lạt, tỉnh Lâm Đồng",LÂM ĐỒNG,MD SOUTH
H01347,BỆNH VIỆN ĐA KHOA KHU VỰC BẮC QUẢNG BÌNH,"Phường Quảng Thọ, thị xã Ba Đồn, tỉnh Quảng Bình",QUẢNG BÌNH,MD CENTRAL
H01364,SỞ Y TẾ TỈNH QUẢNG BÌNH,"02 Hồ Xuân Hương, thành phố Đồng Hới, tỉnh Quảng Bình",QUẢNG BÌNH,MD CENTRAL
H01409,SỞ Y TẾ TỈNH QUẢNG NAM,"15 Trần Hưng Đạo, phường Tân Thạnh, thị xã Tam Kỳ, tỉnh Quảng Nam",QUẢNG NAM,MD CENTRAL
H01476,SỞ Y TẾ TỈNH QUẢNG TRỊ,"34 Trần Hưng Đạo, phường 1, thành phố Đông Hà, tỉnh Quảng Tr",QUẢNG TRỊ,MD CENTRAL
H01710,BỆNH VIỆN TRUNG ƯƠNG HUẾ - CƠ SỞ 2,"Phong An, Phong Điền, Thừa Thiên Huế",THỪA THIÊN–HUẾ,MD CENTRAL
H01712,BỆNH VIỆN PHỔI TỈNH THỪA THIÊN HUẾ,"Nguyễn Văn Linh, phường Hương Sơ, thành phố Huế, tỉnh Thừa Thiên Huế",THỪA THIÊN–HUẾ,MD CENTRAL
H01719,SỞ Y TẾ TỈNH THỪA THIÊN HUẾ,"Khu Hành chính tập trung tỉnh, đường Võ Nguyên Giáp, phường Xuân Phú, thành phố Huế",THỪA THIÊN–HUẾ,MD CENTRAL
H01732,TRUNG TÂM Y TẾ HUYỆN HƯƠNG THUỶ,"02 Quang Trung, Thị xã Hương Thủy, tỉnh Thừa Thiên Huế",THỪA THIÊN–HUẾ,MD CENTRAL
H01872,BỆNH VIỆN ĐA KHOA LÊ VĂN VIỆT,"387 Lê Văn Việt, khu phố 2, phường Tăng Nhơn Phú A, thành phố Thủ Đức, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01921,CÔNG TY VP BỆNH VIỆN Y DƯỢC SÀI GÒN,"407 Đỗ Xuân Hợp, phường Phước Long B, thành phố Thủ Đức, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H02509,BỆNH VIỆN DÃ CHIẾN SỐ 13,"Thị xã Kiến Tường, tỉnh Long An",LONG AN,MD MEKONG
H02510,BỆNH VIỆN ĐA KHOA HỒNG PHÁT,"219 Lê Duẩn, phường Nguyễn Du, quận Hai Bà Trưng, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00404,BỆNH VIỆN ĐẠI HỌC Y DƯỢC BUÔN MÊ THUỘT,"298 Hà Huy Tập, phường Tân An, thành phố Buôn Ma Thuột, tỉnh Đắk Lắk",ĐẮK LẮK,MD SOUTH
H01919,BỆNH VIỆN UNG BƯỚU 2 THÀNH PHỐ HỒ CHÍ MINH ,"12 đường 400, khu phố 3, phường Tân Phú, thành phố Thủ Đức, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H00972,TRƯỜNG ĐẠI HỌC Y DƯỢC BUÔN MA THUỘT,"298 Hà Huy Tập, phường Tân An, thành phố Buôn Ma Thuột, tỉnh Đắk Lắk",ĐẮK LẮK,MD SOUTH
DL01038,VPĐD Baxter Việt Nam,"P.801 #8 Tháp A TN Royal Centre 235 Nguyễn Văn Cừ, Quận 1",HỒ CHÍ MINH,MD SOUTH
H00641,BỆNH VIỆN ĐA KHOA BẢO SƠN,"52 Nguyễn Chí Thanh, phường Láng Thượng, quận Đống Đa, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00661,BỆNH VIỆN ĐA KHOA QUỐC TẾ THU CÚC,"286-294 Thụy Khuê, phường Thụy Khuê, quận Tây Hồ, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00699,BỆNH VIỆN PHỤ SẢN AN THỊNH,"496 Bạch Mai, phường Trương Định, quận Hai Bà Trưng, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00709,BỆNH VIỆN ĐA KHOA QUỐC TẾ VINMEC TIMES CITY,"458 Minh Khai, Khu đô thị Times City, quận Hai Bà Trưng, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00726,BỆNH VIỆN UNG BƯỚU HƯNG VIỆT,"34 Đại Cồ Việt, phường Lê Đại Hành, quận Hai Bà Trưng, thành phố Hà Nội ",HÀ NỘI,MD NORTH
H01079,BỆNH VIỆN ĐA KHOA QUỐC TẾ VINMEC SMART CITY,"KĐT mới Tây Mỗ - Đại Mỗ - Vinhomes Park, đường Tây Mỗ, phường Tây Mỗ, quận Nam Từ Liêm",HÀ NỘI,MD NORTH
H01080,BỆNH VIỆN ĐA KHOA HỒNG HÀ HÀ TĨNH,"46 Phan Kính, phường Nam Hồng, thị xã Hồng Lĩnh, tỉnh Hà Tĩnh",HÀ TĨNH,MD NORTH
H00221,BỆNH VIỆN ĐA KHOA TỈNH BÌNH PHƯỚC,"Quốc lộ 14, phường Tiến Thành, thành phố Đồng Xoài, tỉnh Bình Phước.",BÌNH PHƯỚC,MD SOUTH
H00238,BỆNH VIỆN ĐA KHOA CAO SU LỘC NINH,"Khu phố Ninh Thuận, thị trấn Lộc Ninh, huyện Lộc Ninh, tỉnh Bình Phước",BÌNH PHƯỚC,MD SOUTH
H00239,TRUNG TÂM Y TẾ HUYỆN LỘC NINH,"Khu phố Ninh Hoà, thị trấn Lộc Ninh, huyện Lộc Ninh, tỉnh Bình Phước",BÌNH PHƯỚC,MD SOUTH
H00401,BỆNH VIỆN ĐA KHOA CAO NGUYÊN,"43 Ngô Gia Tự, phường Tân An, thành phố Buôn Ma Thuột, tỉnh Đắk Lắk",ĐẮK LẮK,MD SOUTH
H00412,BỆNH VIỆN ĐA KHOA KHU VỰC 333,"Thôn 1, xã Ea Đar, huyện Ea Kar, tỉnh Đắk Lắk",ĐẮK LẮK,MD SOUTH
H00426,TRUNG TÂM Y TẾ HUYỆN EA SÚP,"Thị trấn Ea Súp, huyện Ea Súp, tỉnh Đắk Lắk",ĐẮK LẮK,MD SOUTH
H00428,TRUNG TÂM Y TẾ HUYỆN KRÔNG BÔNG,"Thị trấn Krông Kma, huyện Krông Bông, tỉnh Đắk Lắk",ĐẮK LẮK,MD SOUTH
H00433,TRUNG TÂM Y TẾ HUYỆN M'DRĂK,"246 Nguyễn Tất Thành, huyện M’Đrắk, tỉnh Đắk Lắk",ĐẮK LẮK,MD SOUTH
H00442,BỆNH VIỆN ĐA KHOA TỈNH ĐẮK NÔNG,"Tổ 4, phường Nghĩa Trung, thành phố Gia Nghĩa, tỉnh Đắk Nông",ĐẮK NÔNG,MD SOUTH
H00527,BỆNH VIỆN ĐA KHOA TỈNH GIA LAI,"132 Tôn Thất Tùng, phường Phù Đổng, thành phố Pleiku, tỉnh Gia Lai",GIA LAI,MD SOUTH
H00536,TRUNG TÂM Y TẾ THỊ XÃ AN KHÊ,"Tổ 2, phường An Phú, thị xã An Khê, tỉnh Gia Lai",GIA LAI,MD SOUTH
H00537,TRUNG TÂM Y TẾ THÀNH PHỐ PLEIKU,"17 Trần Quốc Toản, phường Yên Đỗ, thành phố Pleiku, tỉnh Gia Lai",GIA LAI,MD SOUTH
H00540,TRUNG TÂM Y TẾ THỊ XÃ AYUNPA,"89 Nguyễn Huệ, phường Hòa Bình, thị xã Ayun Pa, tỉnh Gia lai",GIA LAI,MD SOUTH
H00545,TRUNG TÂM Y TẾ HUYỆN MANG YANG,"Đường Tuệ Tĩnh, tổ 6, thị trấn Kon Dỡng, huyện Mang Yang, tỉnh Gia Lai",GIA LAI,MD SOUTH
H00561,TRUNG TÂM Y TẾ HUYỆN IA PA,"Xã Kim Tân, huyện Ia Pa, tỉnh Gia Lai",GIA LAI,MD SOUTH
H00845,TRƯỜNG CAO ĐẲNG Y TẾ LÂM ĐỒNG,"16 Ngô Quyền, phường 6, thành phố Đà Lạt, tỉnh Lâm Đồng",LÂM ĐỒNG,MD SOUTH
H00883,BỆNH VIỆN ĐA KHOA TỈNH HẬU GIANG,"647 Trần Hưng Đạo, khu vực 4, phường 3, thành phố Vị Thanh, tỉnh Hậu Giang",HẬU GIANG,MD MEKONG
H00889,BỆNH VIỆN SẢN NHI PHÚ YÊN,"270 Trần Hưng Đạo, Phường 6, Tuy Hòa, tỉnh Phú Yên",PHÚ YÊN,MD SOUTH
H00934,TRƯỜNG TRUNG CẤP Y TẾ ĐẮK LẮK,"32 Y Ngông, phường Tân Tiến, thành phố Buôn Ma Thuột, tỉnh Đắk Lắk",ĐẮK LẮK,MD SOUTH
H00948,BỆNH VIỆN 22-12,"34/4 Nguyễn Thiện Thuật, phường Tân Lập, thành phố Nha Trang, tỉnh Khánh Hòa",KHÁNH HÒA,MD SOUTH
H00954,BỆNH VIỆN QUÂN Y 87,"78 Tuệ Tĩnh, phường Lộc Thọ, thành phố Nha Trang, tỉnh Khánh Hòa",KHÁNH HÒA,MD SOUTH
